	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60
GPI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27809.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8666.9	0.0	0.0	0.0	0.0	0.0	0.0	11846.0	8505.8	0.0	0.0	22370.0	132740.0	243780.0	289890.0	320510.0	140410.0	187450.0	591120.0	1375900.0	3254400.0	4682400.0	8482000.0	6189900.0	16577000.0	16895000.0	15700000.0	12692000.0	10484000.0	6344700.0	3043800.0	1541000.0	2817300.0	1312200.0	308450.0	80550.0
THBS1	360330.0	329600.0	320870.0	164720.0	190360.0	102360.0	90776.0	40674.0	77446.0	243580.0	324090.0	474910.0	799660.0	810850.0	1195900.0	1384100.0	707770.0	667300.0	304540.0	283960.0	157380.0	79874.0	46689.0	13540.0	99870.0	80066.0	16977.0	78034.0	17214.0	106150.0	63976.0	181930.0	229970.0	543020.0	502100.0	551910.0	559460.0	313520.0	451920.0	269650.0	310260.0	627160.0	772020.0	1271800.0	1670100.0	1910700.0	2023000.0	2066500.0	5239100.0	7969000.0	10303000.0	6214300.0	5208800.0	3177300.0	1894500.0	1336400.0	1419400.0	877450.0	297060.0	22301.0
A0A140VKE9	0.0	702050.0	0.0	0.0	0.0	0.0	15628.0	0.0	58968.0	0.0	114520.0	346860.0	101440.0	0.0	120510.0	95079.0	144070.0	117040.0	598930.0	492930.0	218010.0	328410.0	606120.0	549260.0	787180.0	585810.0	820050.0	253480.0	433510.0	256990.0	155420.0	187680.0	0.0	373710.0	0.0	489010.0	550810.0	226610.0	912200.0	438290.0	281460.0	246430.0	327730.0	299210.0	557430.0	904780.0	949850.0	419510.0	1107600.0	1579800.0	1440000.0	908990.0	682490.0	895480.0	698840.0	344770.0	193070.0	42117.0	0.0	0.0
THBS2	0.0	0.0	0.0	0.0	0.0	24030.0	97398.0	53518.0	95784.0	0.0	0.0	140710.0	109400.0	91360.0	0.0	0.0	0.0	0.0	137050.0	0.0	0.0	0.0	0.0	0.0	18208.0	0.0	0.0	122210.0	49657.0	84985.0	165950.0	7722.0	56298.0	60043.0	0.0	53800.0	64999.0	85670.0	68388.0	133170.0	70156.0	21088.0	33002.0	85020.0	121610.0	141260.0	118970.0	162470.0	282010.0	496040.0	472250.0	360100.0	385610.0	228270.0	93691.0	59382.0	58873.0	50393.0	5644.3	0.0
ALDH7A1	0.0	24932.0	0.0	39595.0	37883.0	104850.0	342170.0	848830.0	1395200.0	1154500.0	965670.0	939050.0	700810.0	516680.0	1145500.0	1265400.0	646340.0	785120.0	1494400.0	1974000.0	1767400.0	2998600.0	3411600.0	3851500.0	7437100.0	10666000.0	7267000.0	8474100.0	8007000.0	8673900.0	5618800.0	6968600.0	6861800.0	5173600.0	7279900.0	9856300.0	9450000.0	9457600.0	10158000.0	6586900.0	6640500.0	8978100.0	9221000.0	9002700.0	10423000.0	14515000.0	13615000.0	7398000.0	16229000.0	20764000.0	17308000.0	16841000.0	8814300.0	4034400.0	2179400.0	773770.0	757840.0	1110700.0	726170.0	616720.0
MT-ND3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193330.0	0.0	57684.0	0.0	0.0	3086800.0	1376000.0	2842500.0	606320.0	441130.0	497280.0	0.0	174810.0	438110.0	0.0	0.0	0.0	0.0
NDUFB7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202830.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	451480.0	0.0	0.0	0.0	0.0	0.0	421420.0	182890.0	47193.0	85465.0	508500.0	197610.0	0.0	1270300.0	1257800.0	4630500.0	10665000.0	16088000.0	21286000.0	41646000.0	25120000.0	7865500.0	8706900.0	13703000.0	2526800.0	958740.0	290150.0	0.0	0.0	0.0
NDUFB11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1030800.0	1318800.0	1177600.0	881300.0	0.0	1083100.0	1230800.0	0.0	1375100.0	0.0	0.0	0.0	1119000.0	78252.0	2157800.0	2073700.0	1799200.0	4776200.0	242100.0	1957900.0	131040.0	1946600.0	2332800.0	1710800.0	4683800.0	8100400.0	12746000.0	37810000.0	4777500.0	21229000.0	16436000.0	20502000.0	13379000.0	1121600.0	436190.0	345180.0	0.0	0.0	0.0
NDUFB6	289130.0	89487.0	71089.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111280.0	0.0	137350.0	0.0	142920.0	133170.0	0.0	171640.0	1565000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	755770.0	0.0	0.0	0.0	0.0	1518500.0	109360.0	0.0	0.0	577570.0	605140.0	583940.0	821230.0	544980.0	418800.0	1333900.0	1587000.0	3682300.0	5983300.0	20556000.0	10998000.0	21164000.0	7386700.0	18473000.0	9327600.0	6340000.0	1314600.0	1900200.0	374830.0	208120.0	190710.0
NDUFS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	532980.0	1262300.0	2487800.0	2883000.0	951610.0	2467700.0	1178500.0	278420.0	503470.0	595770.0	437890.0	400310.0	1268500.0	1079200.0	346160.0	228540.0	199990.0	126600.0	233600.0	74901.0	109000.0	43349.0	127250.0	83211.0	92930.0	137630.0	172890.0	93789.0	26786.0	0.0	0.0	0.0	0.0	407520.0	1424300.0	1333400.0	2979300.0	11538000.0	20352000.0	79891000.0	41786000.0	29483000.0	24386000.0	30380000.0	16064000.0	10175000.0	4968200.0	3824300.0	2367700.0	1112900.0	541760.0
NDUFA9	0.0	0.0	0.0	0.0	0.0	0.0	35247.0	7834.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68077.0	0.0	0.0	0.0	28669.0	17782.0	14600.0	0.0	0.0	0.0	0.0	18169.0	366990.0	885570.0	1282000.0	2605700.0	9041500.0	23504000.0	67815000.0	45425000.0	29585000.0	18868000.0	24696000.0	13924000.0	9058300.0	4038200.0	3213600.0	1159400.0	515800.0	25352.0
NDUFA11	90073.0	0.0	0.0	27862.0	0.0	0.0	0.0	39620.0	683200.0	910810.0	31634.0	1116700.0	0.0	0.0	286210.0	557390.0	0.0	327130.0	20343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9568.9	0.0	229190.0	0.0	18667.0	92474.0	0.0	974810.0	546280.0	1935100.0	2021400.0	3185600.0	8698000.0	16536000.0	58356000.0	39734000.0	25690000.0	19373000.0	21777000.0	11892000.0	4036000.0	2630400.0	2735900.0	1163000.0	736390.0	0.0
NDUFV2	30283.0	22137.0	54274.0	0.0	0.0	7209.8	0.0	0.0	0.0	499410.0	387590.0	241090.0	69499.0	23631.0	0.0	35580.0	0.0	0.0	0.0	0.0	71423.0	217090.0	232180.0	18466.0	115680.0	42115.0	19167.0	128960.0	0.0	0.0	39472.0	24338.0	7167.5	0.0	125030.0	0.0	0.0	185510.0	0.0	0.0	0.0	0.0	85762.0	330230.0	529680.0	702000.0	4364600.0	7885800.0	36588000.0	20814000.0	13876000.0	10574000.0	10015000.0	5927800.0	3624400.0	1929700.0	1036400.0	777060.0	449280.0	78248.0
NDUFB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1123400.0	359260.0	0.0	0.0	0.0	0.0	499390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	350320.0	936260.0	1656500.0	2058100.0	2382900.0	1730000.0	1584300.0	2344400.0	2000700.0	4169300.0	14944000.0	27711000.0	97224000.0	60899000.0	40813000.0	33891000.0	34675000.0	25817000.0	10459000.0	6910500.0	4220700.0	2230200.0	304550.0	122740.0
NDUFS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57859.0	0.0	230970.0	497850.0	156460.0	203390.0	570900.0	626980.0	865040.0	1221500.0	1004000.0	2773100.0	4573300.0	2671100.0	1698000.0	1321500.0	988720.0	630160.0	683180.0	560660.0	542390.0	275320.0	573390.0	50030.0	343030.0	497260.0	249560.0	233110.0	316730.0	629370.0	721470.0	671360.0	551600.0	791500.0	1723300.0	1146000.0	2037400.0	8180200.0	15215000.0	57077000.0	34051000.0	16528000.0	11408000.0	14685000.0	9356900.0	6527400.0	2868000.0	2187100.0	721140.0	174470.0	136190.0
NDUFC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98818.0	67002.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182500.0	0.0	0.0	0.0	437950.0	935050.0	3747600.0	2253400.0	1391200.0	1102300.0	970710.0	461720.0	356180.0	0.0	0.0	0.0	0.0	0.0
NDUFB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	497070.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178490.0	728940.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229950.0	815850.0	465550.0	346000.0	845920.0	984770.0	1705400.0	1030400.0	1929800.0	6396200.0	13792000.0	30536000.0	25849000.0	20676000.0	16580000.0	18492000.0	10910000.0	6809800.0	2614400.0	2648000.0	973640.0	274570.0	0.0
NDUFB10	0.0	0.0	0.0	26966.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161060.0	197760.0	220560.0	40164.0	0.0	0.0	86819.0	55724.0	62063.0	0.0	0.0	399780.0	440940.0	356380.0	388410.0	384870.0	342180.0	243790.0	875760.0	791560.0	1128900.0	1296100.0	1592500.0	2191200.0	2112600.0	1023600.0	1711300.0	1468000.0	973450.0	877310.0	5846200.0	15198000.0	15500000.0	50803000.0	55040000.0	24114000.0	39795000.0	22711000.0	16226000.0	9659800.0	3774400.0	4494400.0	1003800.0	494880.0	109920.0
NDUFB9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121780.0	52568.0	0.0	0.0	299050.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150900.0	66340.0	286770.0	774110.0	871660.0	1587700.0	1263500.0	3488900.0	9559000.0	12151000.0	36051000.0	33333000.0	15840000.0	23273000.0	18255000.0	8786800.0	5714600.0	2085300.0	2368800.0	830070.0	191300.0	0.0
NDUFA10	0.0	246770.0	3994200.0	4035600.0	3781500.0	5339400.0	4035600.0	2595600.0	2890600.0	1937400.0	826520.0	380510.0	332040.0	155030.0	250860.0	0.0	17800.0	242100.0	55359.0	90352.0	0.0	0.0	0.0	19103.0	0.0	0.0	30644.0	43452.0	0.0	0.0	0.0	0.0	185700.0	33098.0	101810.0	241140.0	391160.0	163850.0	623530.0	783630.0	579680.0	223480.0	162890.0	632800.0	346420.0	518170.0	2616500.0	7964500.0	27848000.0	13470000.0	10903000.0	11407000.0	11346000.0	9050300.0	5702500.0	2252400.0	2214400.0	784550.0	200770.0	14217.0
NDUFB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30992.0	154840.0	261270.0	93990.0	351040.0	417970.0	740240.0	615450.0	1074900.0	4104100.0	7586300.0	11944000.0	7922000.0	3271200.0	8635100.0	8392300.0	4110500.0	2833400.0	1507300.0	1271200.0	393510.0	155720.0	0.0
SETD7	1867700.0	0.0	0.0	0.0	0.0	0.0	0.0	65835.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115150.0	0.0	20763.0	0.0	25373.0	28302.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	266430.0	535910.0	2540400.0	1597900.0	961470.0	0.0	653930.0	0.0	277980.0	221240.0	123640.0	0.0	0.0	0.0
CYC1	0.0	0.0	0.0	0.0	17208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14292.0	0.0	0.0	20043.0	0.0	0.0	0.0	0.0	128980.0	104240.0	151650.0	0.0	244700.0	65756.0	0.0	20041.0	0.0	0.0	23504.0	11968.0	96398.0	1778800.0	10045000.0	1143900.0	403290.0	173550.0	761330.0	885830.0	223270.0	84054.0	304930.0	140730.0	2170000.0	6791900.0	17286000.0	50238000.0	39616000.0	26715000.0	24337000.0	17596000.0	8561100.0	5099600.0	3896900.0	2276700.0	757920.0	333780.0	41465.0
UQCRFS1	99950.0	69788.0	227610.0	425500.0	563610.0	771610.0	348510.0	331340.0	144180.0	56328.0	0.0	108770.0	0.0	0.0	213710.0	446190.0	233200.0	0.0	0.0	561740.0	0.0	0.0	0.0	607380.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1269000.0	13383000.0	1385400.0	638250.0	0.0	1034600.0	1999700.0	93197.0	56732.0	500740.0	286810.0	2565600.0	22871000.0	40867000.0	129830000.0	92551000.0	55567000.0	47489000.0	23938000.0	21686000.0	17222000.0	7049200.0	6229900.0	2164000.0	1376100.0	115500.0
UQCRQ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198290.0	199630.0	195770.0	332440.0	2019600.0	0.0	151640.0	0.0	181810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1540600.0	9107000.0	1577000.0	510680.0	54996.0	375990.0	1651900.0	78268.0	0.0	70044.0	248350.0	3161000.0	11040000.0	36245000.0	94736000.0	59648000.0	44108000.0	15630000.0	20894000.0	13778000.0	9757600.0	4575200.0	3741600.0	1360200.0	693860.0	28141.0
UQCRH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	814910.0	1683900.0	1248800.0	89166.0	382270.0	43695.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MT-ND5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2017300.0	0.0	0.0	0.0	198150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60182.0	0.0	0.0	0.0	0.0	39124.0	0.0	0.0	0.0	158160.0	336970.0	654080.0	300910.0	685740.0	764000.0	856650.0	629390.0	1191600.0	3522500.0	9775000.0	22529000.0	12172000.0	11242000.0	8887600.0	9493500.0	5127000.0	2726700.0	1897800.0	1492200.0	515040.0	250900.0	0.0
PODN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56374.0	0.0	140200.0	239660.0	312240.0	353910.0	381800.0	288970.0	475650.0	246570.0	199290.0	176300.0	679400.0	552770.0	170630.0	206450.0	147720.0	256430.0	192840.0	177660.0	254400.0	0.0	17894.0	0.0	39167.0	0.0	0.0	12883.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11293.0	0.0	0.0	0.0	0.0
NDUFAB1	0.0	0.0	0.0	0.0	0.0	116050.0	193520.0	630590.0	0.0	0.0	0.0	204340.0	135570.0	187570.0	229380.0	245660.0	493020.0	0.0	565810.0	578340.0	362750.0	547830.0	257980.0	409000.0	183960.0	424460.0	0.0	170270.0	387480.0	0.0	134390.0	0.0	0.0	0.0	0.0	0.0	0.0	56424.0	350770.0	0.0	0.0	161300.0	449870.0	554490.0	486940.0	1026000.0	1909600.0	4844200.0	16303000.0	8519200.0	5284300.0	5263800.0	3733000.0	2463400.0	1998200.0	527100.0	507640.0	144740.0	0.0	0.0
NDUFA5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600610.0	1462400.0	923690.0	461340.0	964360.0	1278700.0	2679700.0	1879900.0	1876300.0	7473900.0	7315600.0	2570100.0	1103200.0	1490600.0	1658100.0	453340.0	895400.0	962660.0	199340.0	0.0	473040.0	226220.0	172150.0	170430.0	0.0	0.0	0.0	203610.0	223970.0	405510.0	721680.0	530800.0	764770.0	1070600.0	3018600.0	11992000.0	22245000.0	79759000.0	37859000.0	23980000.0	16368000.0	19868000.0	19727000.0	7900900.0	2843000.0	1183800.0	529170.0	0.0	0.0
NDUFC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235040.0	1172700.0	1197300.0	1087900.0	873840.0	2335600.0	2218600.0	2872800.0	3168100.0	2513000.0	538350.0	1378600.0	3113700.0	2480600.0	5892100.0	11232000.0	9174100.0	44827000.0	18875000.0	14831000.0	21066000.0	25276000.0	18027000.0	7033900.0	1165400.0	3767000.0	1711100.0	397860.0	0.0
NDUFS5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89343.0	0.0	185810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	829180.0	895000.0	1818300.0	3348500.0	3372500.0	2169400.0	2380800.0	467360.0	221970.0	153460.0	398220.0	412780.0	1185700.0	478100.0	0.0	2238700.0	1408400.0	965260.0	878930.0	1054500.0	1482300.0	925130.0	2530900.0	3915800.0	7021900.0	23466000.0	19578000.0	28804000.0	8906300.0	27478000.0	5611700.0	3255800.0	1151500.0	3518800.0	1382400.0	123470.0	0.0
Q7LD69	83330.0	113860.0	53958.0	47735.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207380.0	640180.0	876310.0	635910.0	541150.0	2185300.0	3713300.0	4796400.0	395520.0	678900.0	224330.0	107760.0	149510.0	146610.0	245550.0	93018.0	148520.0	70858.0	0.0	0.0	0.0	0.0	0.0	0.0	106930.0	158600.0	123040.0	317780.0	542260.0	685010.0	1214600.0	2517300.0	7206200.0	17810000.0	15936000.0	9852600.0	7098500.0	8690100.0	3234000.0	3252600.0	1831400.0	1367200.0	419740.0	193590.0	36471.0
NDUFA7	336330.0	172840.0	0.0	227570.0	0.0	0.0	233160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	408790.0	2347100.0	3736600.0	4292000.0	2714400.0	1942600.0	1033700.0	646710.0	1201500.0	519920.0	354480.0	300110.0	271220.0	250030.0	237920.0	0.0	107530.0	96550.0	76817.0	66392.0	0.0	0.0	0.0	0.0	31464.0	0.0	528450.0	250310.0	1429100.0	6932400.0	14628000.0	53325000.0	34227000.0	24301000.0	16162000.0	20814000.0	15306000.0	9475800.0	2967000.0	2909200.0	776190.0	234110.0	0.0
NDUFV1	0.0	0.0	0.0	6576.6	0.0	0.0	0.0	0.0	0.0	58278.0	74659.0	855570.0	0.0	1464100.0	2157500.0	83766.0	0.0	56868.0	0.0	430520.0	88356.0	194720.0	182300.0	49700.0	212750.0	23253.0	51883.0	10214.0	38238.0	13416.0	238020.0	4425.6	13955.0	0.0	9428.2	12729.0	0.0	0.0	0.0	0.0	0.0	0.0	205630.0	498400.0	310740.0	1341000.0	6016200.0	14081000.0	53971000.0	30467000.0	15979000.0	16855000.0	19504000.0	10906000.0	7639900.0	2580400.0	2361700.0	862930.0	401800.0	49166.0
NDUFA8	57416.0	65872.0	72068.0	0.0	40584.0	60023.0	63730.0	0.0	0.0	79468.0	130920.0	0.0	0.0	0.0	80249.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85378.0	76309.0	122250.0	593930.0	1078800.0	1795300.0	1183200.0	2113200.0	2784600.0	819260.0	1396200.0	2488900.0	2272700.0	1746900.0	3566900.0	5752700.0	10312000.0	33125000.0	30201000.0	21692000.0	15090000.0	18631000.0	8629700.0	6926500.0	2867700.0	1547600.0	626180.0	280340.0	0.0
NDUFA12	1344600.0	2963400.0	3210000.0	2199400.0	1528400.0	1960300.0	711010.0	384460.0	501930.0	214100.0	201910.0	0.0	0.0	330130.0	0.0	0.0	0.0	75071.0	0.0	0.0	65098.0	0.0	0.0	0.0	0.0	0.0	178610.0	0.0	0.0	0.0	207600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160700.0	261250.0	616580.0	1168000.0	2757300.0	12390000.0	26141000.0	87843000.0	50233000.0	24592000.0	26063000.0	19794000.0	12377000.0	12669000.0	2574600.0	2618100.0	912870.0	220970.0	0.0
NDUFS4	0.0	0.0	0.0	33797.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163550.0	0.0	0.0	0.0	0.0	275460.0	253460.0	0.0	0.0	0.0	0.0	0.0	0.0	176360.0	356090.0	363190.0	876800.0	4388000.0	9178700.0	48853000.0	35888000.0	15760000.0	12910000.0	15077000.0	3884000.0	2466900.0	3132700.0	382470.0	880010.0	228890.0	0.0
NDUFA6	813560.0	1155500.0	919250.0	902200.0	0.0	262900.0	115400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	820570.0	1313800.0	986730.0	5592100.0	20791000.0	65056000.0	42196000.0	20390000.0	24277000.0	25304000.0	5572100.0	8630600.0	3157700.0	2551100.0	1049900.0	211530.0	0.0
NDUFA13	0.0	82453.0	53148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1124000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79495.0	433050.0	109690.0	418140.0	1403500.0	401100.0	2436800.0	4224500.0	1815500.0	3266000.0	2697800.0	4450000.0	1736900.0	7091100.0	18672000.0	28702000.0	108650000.0	72977000.0	51739000.0	48890000.0	42142000.0	26080000.0	10679000.0	5093600.0	3928000.0	1854300.0	478100.0	67900.0
NDUFS8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42316.0	0.0	0.0	0.0	0.0	35661.0	0.0	37769.0	224960.0	480420.0	305920.0	762310.0	588930.0	2156000.0	2666600.0	1390500.0	1591100.0	663470.0	698600.0	553410.0	438670.0	535620.0	298540.0	99736.0	310610.0	219960.0	181170.0	50227.0	43757.0	36103.0	35231.0	199450.0	70561.0	207570.0	290530.0	572070.0	753880.0	966920.0	1248400.0	5881700.0	7138300.0	37888000.0	17391000.0	16158000.0	9700100.0	7159600.0	6323900.0	4520700.0	1654700.0	1698500.0	801440.0	99269.0	7503.7
NDUFS3	0.0	1964700.0	60524.0	67023.0	69639.0	4533700.0	81647.0	4754200.0	3778000.0	90585.0	0.0	1173200.0	708640.0	548140.0	667400.0	1123200.0	1552100.0	1818900.0	1338200.0	1302500.0	5141200.0	7162300.0	3535700.0	1773900.0	2029100.0	746880.0	579050.0	616040.0	758240.0	494280.0	192380.0	178890.0	245200.0	484860.0	153670.0	133650.0	68000.0	46366.0	418650.0	398250.0	444440.0	421060.0	1014300.0	942730.0	934260.0	2134100.0	8813700.0	14259000.0	72166000.0	43412000.0	23031000.0	15611000.0	21334000.0	10735000.0	6435000.0	2678000.0	2535700.0	1100500.0	660130.0	30183.0
NDUFB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	306180.0	523670.0	440930.0	314440.0	632820.0	617220.0	337620.0	473580.0	261370.0	410050.0	374200.0	637470.0	1457700.0	1761000.0	7184300.0	5620000.0	2882900.0	2985700.0	2617400.0	2685700.0	1316500.0	438480.0	0.0	308140.0	0.0	0.0
NDUFA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	390040.0	325990.0	499320.0	257900.0	527620.0	1869900.0	739410.0	13356000.0	8156100.0	4917200.0	312560.0	3786600.0	3852700.0	1810400.0	1110800.0	683090.0	0.0	0.0	0.0
NDUFA2	847370.0	684700.0	590840.0	363880.0	0.0	171080.0	0.0	0.0	0.0	0.0	357570.0	2439900.0	2270200.0	1844600.0	1084400.0	951480.0	423190.0	0.0	240770.0	211890.0	626290.0	1507400.0	1587500.0	191710.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143150.0	0.0	216560.0	0.0	0.0	0.0	4739.0	0.0	0.0	410930.0	1285700.0	1649400.0	2631200.0	8225700.0	9223600.0	92369000.0	34657000.0	20861000.0	19334000.0	28546000.0	15710000.0	10194000.0	1793700.0	1737500.0	1007100.0	317200.0	32853.0
NDUFS6	0.0	62589.0	77436.0	73557.0	990370.0	71650.0	1060400.0	1457400.0	1637300.0	510400.0	0.0	25867.0	0.0	0.0	0.0	0.0	51597.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308850.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73899.0	75469.0	433670.0	554020.0	568270.0	1848000.0	4935100.0	11344000.0	57315000.0	34861000.0	17800000.0	18969000.0	17019000.0	13101000.0	5892400.0	2659600.0	2409700.0	991740.0	310260.0	27042.0
MT-ND6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	634080.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1078300.0	1820600.0	3443400.0	9670800.0	5495600.0	4282100.0	2749400.0	3148500.0	1863300.0	752440.0	625720.0	0.0	0.0	0.0	0.0
